-2.4136,-2.4136,-2.1273,-1.0872,-2.002,-2.0571,-2.3804,-0.37454,-2.6652,-1.9709,-1.5023,-1.0415,-1.1938,-0.66632,-0.32795,-1.9539,-2.0163,-2.4823,-2.5069,-2.0568,-2.0714,-2.2034,-2.3936,-2.3444,-1.7594,-2.2179,-2.9902,-2.2939,-1.5975,-2.0378,-1.2385,-0.71084,-0.13879,-0.33168,-0.23881,-0.77572,0.13188,-0.73844,-0.56184,-0.75699,-0.13716,0.52003,2.4509,4.3819,2.2419,2.464,0.37332,1.0269,-0.29843,1.2035,1.6706,-0.23182,1.4191,-1.4833,-0.49446,1.5478,-0.051466,0.5754,-0.91864,-0.76343,-0.60823,-0.28792,0.11506,0.90386,1.7092,3.1497,2.5069
1.1919,0.83788,0.99262,1.0079,0.98717,1.5021,1.8338,1.6946,1.7969,2.123,2.0068,1.7795,1.5788,1.4936,1.4517,1.7496,1.5442,1.4009,0.9194,-0.072536,0.074351,0.15975,-0.12633,-0.35824,-0.50973,-0.26503,-0.33535,-0.55374,-0.62242,-0.57165,-0.86185,-1.0984,-0.85293,-1.377,-1.2321,-1.1528,-1.188,-1.8228,-1.2954,-1.3026,-0.98359,-1.0811,-0.327,-0.27925,-0.869,-0.98569,-0.27438,-0.732,-0.81668,-0.27812,-0.8188,-0.80727,-0.7242,-0.77194,-0.66468,-1.1973,-1.1352,-1.1248,-0.70639,-1.076,-0.21609,-0.86106,-1.1252,-0.82742,-1.0286,-0.85617,-0.4951
-0.70493,-2.0792,-1.3609,-1.087,-0.67712,-0.82316,-0.097086,0.4027,0.97056,1.8923,1.9728,1.6453,1.8218,2.0453,2.1266,1.7293,1.8112,1.6414,1.1343,1.2229,0.98759,0.84257,1.2483,0.438,0.50671,0.3217,-0.093118,-0.12531,7.76e-05,0.19059,0.32636,0.026938,-0.27248,-0.58176,-0.35965,-0.88667,-0.46823,-0.7118,-1.0145,-0.19034,0.059252,0.24358,-1.273,-0.65972,0.063222,0.78617,-1.0908,-0.09088,-0.81031,-0.21196,-0.55384,-0.070907,-0.50218,-0.27979,-0.75773,-1.051,-0.82002,-1.2254,-1.0638,0.0022702,-0.55012,-1.3795,-1.1586,-1.7061,-0.88796,-0.12048,-1.0892
0.85206,0.85206,0.48068,1.2244,1.1063,0.7116,0.37857,0.61425,0.31521,0.94245,1.3811,1.7237,1.1578,0.95254,1.1405,1.0691,0.29201,0.56265,0.44141,0.13859,-0.32038,-0.8947,-1.4375,-0.27189,-0.39454,-0.58598,-0.24558,-0.26715,-0.27694,-0.17276,0.45115,-0.15139,-0.15749,-0.21172,-0.2607,-0.5319,-0.30792,0.18497,-0.11568,0.048487,0.24662,0.12902,0.047491,0.18231,0.28549,-0.33267,0.33417,-0.60624,0.50441,0.68738,0.1248,0.0024791,-0.36691,0.19191,-0.54011,-0.88537,-0.28238,-1.1228,0.057495,-1.2244,-0.70267,-0.37122,-0.00048823,-0.96435,-0.70407,0.063766,-0.14513
-1.9868,-1.9868,-2.2682,-1.3798,-1.1039,-1.438,-2.0672,-0.15707,-2.014,-1.876,-1.2586,-1.4587,-1.1726,-1.341,-0.69743,-1.7264,-1.2496,-1.4514,-2.0707,-0.76565,-1.6316,-1.9165,-2.1173,-2.0117,-1.7068,-1.5365,-1.723,-1.4495,-1.9226,0.62893,-0.68229,-0.39613,-1.0947,-0.18731,-1.1139,0.66527,0.21631,1.219,-0.98095,-0.15436,-0.98227,-1.1414,-0.071442,2.2467,0.96755,1.4545,0.37004,-0.72574,2.0479,1.3282,1.171,0.47653,1.2807,-0.94912,-0.22367,0.062741,-0.70935,-0.21647,-0.86244,-1.8782,-1.1618,-0.025695,-0.072342,2.0625,1.2496,2.2094,2.0985
-0.8867,-0.8867,-0.68009,-0.67996,-0.58966,-1.3176,-1.4993,0.49257,-0.13538,0.052022,-0.64774,-0.16103,-0.79184,-0.18931,0.52096,-0.25717,-1.3614,-1.139,-0.91667,-0.97629,-0.93868,-0.90106,-0.50981,-0.11855,-0.43929,-0.85169,-0.24159,-0.013814,0.40963,-0.46583,0.81972,-0.11187,0.48078,-0.8474,0.29285,0.53213,-0.48093,-0.64367,-0.80641,0.21108,-0.027832,0.68536,1.3986,0.86425,1.1385,0.66928,1.5192,1.1251,0.80923,1.0853,1.0853,1.3614,-1.0268,-0.22075,-0.52523,-0.73948,-1.0625,-0.41503,0.15121,-2.26,-0.4707,-0.17512,-0.16907,0.082684,-0.048929,0.52812,0.84301
0.64832,0.43602,0.79059,0.42406,0.65672,0.62852,0.30979,-0.066658,0.028038,-0.0012934,-0.17424,-0.067358,0.031903,-0.27124,-0.092049,-0.08464,-0.31225,-0.67853,-0.55105,0.3258,-0.6467,0.38765,-0.35876,0.11034,0.81395,0.68631,0.11196,0.038194,-0.17764,-0.036754,0.044473,0.043398,-0.17833,-0.19423,-0.21012,-0.13525,-0.17766,-0.55718,-0.1887,-0.99935,0.036782,0.88103,0.63513,0.40501,0.67278,1.1274,0.72615,1.0065,0.55665,0.15001,0.14037,0.3674,0.21137,0.23151,-0.42887,0.49874,0.047493,0.25171,0.10702,0.53987,-0.24837,-0.4135,-0.16222,-0.39306,-0.053513,-0.54026,-0.16554
-0.32279,-0.79346,-0.72282,-1.1507,-1.2593,-1.1293,-1.7204,-1.8905,-1.8289,-1.2071,-1.13,-1.4441,-1.406,-1.1594,-1.1599,-1.2878,-0.85163,-0.92525,-0.78914,-1.3369,-1.5664,-1.2087,-1.6093,-1.7531,-1.758,-1.6204,-1.8012,-1.9443,-2.1064,-2.1235,-2.0531,-1.8445,-2.1241,-1.9314,-1.9622,-1.713,-1.7509,-1.6296,-1.3865,-1.7515,-1.3763,-0.94793,-1.2154,-1.3163,-1.4855,-1.7739,-1.1058,-1.9344,-1.5353,-1.0951,-1.7092,-1.4659,-1.2541,-1.5393,-1.5075,-1.3383,-1.5323,-0.76116,-0.020631,0.57796,1.0511,1.4428,1.2072,1.5685,1.9109,1.7449,1.5213
-0.069034,-0.18394,-0.02828,-0.13774,0.12556,-0.21558,0.0017499,0.12929,0.24287,0.63981,0.40237,0.40662,0.15063,0.15215,0.14147,-0.19719,0.20878,-0.13148,-0.064293,-0.34702,-0.54298,-0.19474,-0.17629,-0.054122,-0.2888,-0.12788,-0.39578,-0.28255,-0.025016,-0.24937,-0.14185,-0.069857,-0.16354,0.23455,-0.11701,0.090021,0.2295,0.061575,0.45688,-0.10238,-0.40101,0.61004,-0.40584,-0.033854,-0.28712,-0.19406,0.28715,-0.49796,-0.022418,-0.057104,-0.36582,0.1451,0.061618,-0.24755,-0.1786,-0.38381,-0.20762,-0.27126,-0.51839,-0.13506,0.12527,-0.43346,-0.50942,-0.26633,-0.51828,-0.26074,-0.37401
1.7041,1.8747,1.8469,1.8104,1.1238,0.1259,-0.55907,-0.57938,-0.89706,-1.2972,-1.0144,-1.0812,-1.0233,-1.7548,-1.5643,-1.1526,-1.1662,-1.4734,-1.7848,-1.2443,-1.3413,-1.0939,-0.82571,-0.29206,0.37389,1.3597,1.2938,1.3131,1.1505,1.2632,1.272,0.24459,-0.39706,-0.57466,-0.57151,0.17653,-0.66009,-0.19674,-0.32741,-0.39637,-0.096182,1.7248,0.35585,0.88099,1.2095,1.2444,0.020539,-0.5298,-1.678,-1.7146,-1.5665,-1.9254,-1.8469,-1.4551,-1.6434,-1.0967,-0.66374,-0.22166,0.094707,-0.30854,-0.37435,-0.45343,-0.28868,-0.7843,-0.75041,-1.216,-1.1882
0.76868,-0.21184,-0.32656,-0.41049,-0.20312,-0.11329,-0.12857,-0.11606,-0.44389,-0.9379,-1.3936,-1.0953,-1.3064,-1.2164,-1.1536,-1.3992,-1.6931,-1.0689,-0.16305,-0.10155,-0.41908,-0.29622,0.09419,-0.33307,-0.70419,-0.11177,-0.6779,-0.17989,-0.1991,0.20969,-0.39661,0.015904,0.46081,0.12791,0.35239,-0.62447,-0.38836,-0.20154,0.13395,0.40891,0.40764,0.95212,1.6186,1.2757,0.35081,1.3936,1.5762,0.43461,0.85024,1.1195,0.2055,0.7659,0.8684,0.25124,0.087774,0.78011,-0.071356,0.72555,0.509,0.38863,0.37246,0.67872,0.7621,0.98892,0.827,1.1689,1.3387
0.2882,0.14301,0.10456,0.031489,-0.47443,-1.3925,-0.95084,-0.54172,-0.1512,0.37662,-0.099098,0.48453,0.38623,0.59078,1.1853,0.95441,0.8696,0.63247,0.56959,0.45126,0.69515,0.377,0.50912,-0.013856,-0.070347,0.04814,-0.48875,-0.92991,-0.88146,-0.64689,-0.92191,-0.59671,-1.2852,-0.56711,-0.92428,-0.29056,-0.76345,-0.29696,-0.39967,-0.2115,-0.20226,0.22421,0.95084,0.1496,0.14013,-0.18272,-0.18151,-0.49091,-0.028129,0.074607,0.41344,0.010169,0.038606,-0.01261,-0.40884,-0.26832,-0.50691,0.066736,-0.154,0.16754,-0.48262,-0.46387,-0.17471,-0.074028,-0.25349,0.019562,-0.33976
-1.0929,-0.91009,-0.68839,-1.1579,-0.82155,-0.87085,-1.1592,-0.8752,-1.3274,-0.89042,-1.2844,-1.4814,-0.85368,-0.90676,-0.38053,-0.17139,0.024829,-0.96378,0.7904,1.139,0.50164,0.9393,0.92841,0.22611,0.11776,-0.36376,-0.26271,-0.35503,-0.57727,-0.36866,-0.48736,-0.21585,-0.19226,-0.061446,-0.076865,-0.7414,-0.36495,-0.018025,0.14851,0.42884,0.59554,0.5845,1.2844,1.2138,0.73256,1.0909,1.255,0.70656,1.5455,1.2547,0.99707,0.72069,1.1712,0.37922,0.19798,0.24502,0.22166,0.18994,-0.095416,0.59481,-0.0084864,-0.10619,0.54324,0.18295,-0.21862,0.56438,0.056216
1.0383,0.2384,0.25322,0.43235,0.13806,-0.20083,-0.78366,-0.95044,-1.0193,-1.0178,-0.63114,-0.87582,-0.86224,-0.81143,-0.87757,-0.22123,0.17753,-0.22969,0.08306,0.46933,0.38112,0.049227,0.10417,0.15811,0.43423,0.24945,0.73518,0.70645,0.6122,0.95044,0.91927,0.34765,0.36423,0.12215,0.43811,0.19228,0.14751,0.075229,-0.046261,0.38853,0.40512,-0.93357,0.82418,0.61047,0.73109,0.49783,0.77821,0.80774,0.77068,0.53868,0.53874,0.42763,0.22279,0.31254,0.23791,0.51284,0.57368,0.77841,0.81271,0.7597,0.56297,0.72847,0.044544,0.18676,0.77498,0.84801,0.64087
0.79654,0.79654,0.19217,0.25064,-0.0023328,-0.57239,-0.41862,-0.012436,0.061014,0.7246,0.83937,0.25637,0.98318,0.53365,1.1494,0.95203,0.81112,0.96108,0.35758,0.37055,0.3609,0.38829,0.20285,0.072681,0.072681,-0.057484,-0.46564,-0.63337,-0.72015,-0.99099,-0.8614,-0.70259,-0.19979,-0.67502,-0.14168,-0.90841,-0.71264,-1.4372,-0.92343,-0.43721,-0.1913,-0.1209,0.1386,0.4549,0.2925,0.76749,1.1157,0.56012,1.0077,0.7104,0.095359,0.82634,-0.025537,-0.15937,1.445,-0.46573,-0.50229,-1.0328,-0.56184,-1.4292,-0.51421,0.018195,-0.56573,-0.11346,-0.53487,-0.57904,-0.57167
-0.92416,0.34503,0.46339,0.054019,-0.49312,-0.68012,-0.6076,0.046346,0.54221,0.88922,0.92416,0.79849,0.20079,0.088082,-0.066115,0.093432,-0.0099844,0.27632,-0.13145,-0.041605,-0.51534,-0.45023,-0.53657,-0.41406,-0.51433,-0.43952,-0.65969,-0.91048,-1.0322,-0.87225,-0.75726,-0.67392,-0.48601,-0.38306,-0.6045,0.18718,-0.23782,0.11746,0.22454,-0.20606,-0.11118,0.43186,1.0913,0.89715,0.57425,0.37172,0.01781,-0.11217,0.30315,-0.15237,0.45202,-0.3263,0.065016,0.048368,0.088538,-0.5158,0.084493,-0.1175,0.056459,0.4107,-0.48971,0.1505,0.082105,-0.31592,-0.43316,-0.12317,-0.32649
-1.1672,-1.7126,-1.6554,-1.4652,-1.1602,-1.123,-0.95153,-0.88201,-1.2872,-0.90098,-1.0597,-1.0854,-0.93481,-1.1836,-1.1219,-1.0486,-1.5018,-1.4058,-1.5593,-1.3074,-1.1843,-1.155,-1.0168,-1.4954,-2.3546,-1.447,-1.6251,-0.8271,-0.63545,-1.482,-0.75782,-0.033646,-0.42,-0.43549,-0.23526,0.20482,-0.27888,0.24711,0.57668,0.66629,1.7126,0.61898,1.0584,1.7736,0.50219,-0.43234,-0.45302,-0.58706,-0.12609,0.11232,-0.21105,0.60579,1.6127,1.6636,0.46178,0.24919,-0.79895,-0.61636,-1.4925,-1.428,-0.72378,-0.97478,-0.68977,-0.51189,-0.52137,-0.16611,-0.42504
